t,s,alpha(t+s)-beta(s),alpha(t+s),beta(s),gamma_used
-3.4300000000002466,9.429999999988176,6.854999999993595,14.99999999997586,8.144999999982264,1
-3.420000000000247,9.419999999988178,6.8699999999935955,14.999999999975863,8.129999999982267,1
-3.410000000000247,9.40999999998818,6.884999999993596,14.999999999975866,8.11499999998227,1
-3.4000000000002473,9.399999999988182,6.899999999993597,14.99999999997587,8.099999999982273,1
-3.3900000000002475,9.389999999988184,6.914999999993597,14.999999999975874,8.084999999982276,1
-3.3800000000002477,9.379999999988186,6.929999999993598,14.999999999975877,8.06999999998228,1
-3.370000000000248,9.369999999988188,6.944999999993598,14.99999999997588,8.054999999982282,1
-3.360000000000248,9.35999999998819,6.959999999993599,14.999999999975884,8.039999999982285,1
-3.3500000000002483,9.349999999988192,6.974999999993599,14.999999999975888,8.024999999982288,1
-3.3400000000002485,9.339999999988194,6.9899999999936,14.999999999975891,8.009999999982291,1
-3.3300000000002488,9.329999999988196,7.004999999993601,14.999999999975895,7.994999999982294,1
-3.320000000000249,9.319999999988198,7.019999999993601,14.999999999975898,7.979999999982297,1
-3.310000000000249,9.3099999999882,7.034999999993602,14.999999999975902,7.9649999999823,1
-3.3000000000002494,9.299999999988202,7.049999999993602,14.999999999975905,7.949999999982303,1
-3.2900000000002496,9.289999999988204,7.064999999993603,14.999999999975909,7.934999999982306,1
-3.28000000000025,9.279999999988206,7.079999999993603,14.999999999975913,7.919999999982309,1
-3.27000000000025,9.269999999988208,7.094999999993604,14.999999999975916,7.904999999982312,1
-3.2600000000002503,9.25999999998821,7.1099999999936045,14.99999999997592,7.889999999982315,1
-3.2500000000002505,9.249999999988212,7.124999999993605,14.999999999975923,7.874999999982318,1
-3.2400000000002507,9.239999999988214,7.139999999993606,14.999999999975927,7.859999999982321,1
-3.230000000000251,9.229999999988216,7.154999999993606,14.99999999997593,7.844999999982324,1
-3.220000000000251,9.219999999988218,7.169999999993607,14.999999999975934,7.829999999982327,1
-3.2100000000002513,9.20999999998822,7.184999999993607,14.999999999975937,7.81499999998233,1
-3.2000000000002515,9.199999999988222,7.199999999993608,14.999999999975941,7.799999999982333,1
-3.1900000000002517,9.189999999988224,7.2149999999936085,14.999999999975945,7.784999999982336,1
-3.180000000000252,9.179999999988226,7.229999999993609,14.999999999975948,7.769999999982339,1
-3.170000000000252,9.169999999988228,7.24499999999361,14.999999999975952,7.754999999982342,1
-3.1600000000002524,9.15999999998823,7.25999999999361,14.999999999975955,7.739999999982345,1
-3.1500000000002526,9.149999999988232,7.274999999993611,14.999999999975959,7.724999999982348,1
-3.140000000000253,9.139999999988234,7.289999999993611,14.999999999975962,7.709999999982351,1
-3.130000000000253,9.129999999988236,7.304999999993612,14.999999999975966,7.694999999982354,1
-3.1200000000002532,9.119999999988238,7.3199999999936125,14.99999999997597,7.679999999982357,1
-3.1100000000002535,9.10999999998824,7.334999999993613,14.999999999975973,7.66499999998236,1
-3.1000000000002537,9.099999999988242,7.349999999993614,14.999999999975977,7.649999999982363,1
-3.090000000000254,9.089999999988244,7.364999999993614,14.99999999997598,7.634999999982366,1
-3.080000000000254,9.079999999988246,7.379999999993615,14.999999999975984,7.619999999982369,1
-3.0700000000002543,9.069999999988248,7.394999999993615,14.999999999975987,7.604999999982372,1
-3.0600000000002545,9.05999999998825,7.409999999993616,14.99999999997599,7.589999999982375,1
-3.0500000000002547,9.049999999988252,7.4249999999936165,14.999999999975994,7.574999999982378,1
-3.040000000000255,9.039999999988254,7.439999999993617,14.999999999975998,7.559999999982381,1
-3.030000000000255,9.029999999988256,7.454999999993618,14.999999999976001,7.544999999982384,1
-3.0200000000002554,9.019999999988258,7.469999999993618,14.999999999976005,7.529999999982387,1
-3.0100000000002556,9.00999999998826,7.484999999993619,14.999999999976009,7.51499999998239,1
-3.000000000000256,8.999999999988262,7.499999999993619,14.999999999976012,7.499999999982393,1
-2.990000000000256,8.989999999988264,7.51499999999362,14.999999999976016,7.484999999982396,1
-2.980000000000256,8.979999999988266,7.5299999999936205,14.99999999997602,7.469999999982399,1
-2.9700000000002564,8.969999999988268,7.544999999993621,14.999999999976023,7.454999999982402,1
-2.9600000000002566,8.95999999998827,7.559999999993622,14.999999999976026,7.439999999982405,1
-2.950000000000257,8.949999999988272,7.574999999993622,14.99999999997603,7.424999999982408,1
-2.940000000000257,8.939999999988274,7.589999999993623,14.999999999976033,7.409999999982411,1
-2.9300000000002573,8.929999999988276,7.604999999993623,14.999999999976037,7.394999999982414,1
-2.9200000000002575,8.919999999988278,7.619999999993624,14.99999999997604,7.379999999982417,1
-2.9100000000002577,8.90999999998828,7.634999999993624,14.999999999976044,7.36499999998242,1
-2.900000000000258,8.899999999988282,7.649999999993625,14.999999999976048,7.349999999982423,1
-2.890000000000258,8.889999999988284,7.664999999993626,14.999999999976051,7.334999999982426,1
-2.8800000000002584,8.879999999988286,7.679999999993626,14.999999999976055,7.319999999982429,1
-2.8700000000002586,8.869999999988288,7.694999999993627,14.999999999976058,7.3049999999824315,1
-2.860000000000259,8.85999999998829,7.709999999993627,14.999999999976062,7.2899999999824345,1
-2.850000000000259,8.849999999988292,7.724999999993628,14.999999999976065,7.2749999999824375,1
-2.840000000000259,8.839999999988294,7.739999999993628,14.999999999976069,7.2599999999824405,1
-2.8300000000002594,8.829999999988296,7.754999999993629,14.999999999976072,7.2449999999824435,1
-2.8200000000002596,8.819999999988298,7.76999999999363,14.999999999976076,7.2299999999824465,1
-2.81000000000026,8.8099999999883,7.78499999999363,14.99999999997608,7.2149999999824495,1
-2.80000000000026,8.799999999988302,7.799999999993631,14.999999999976083,7.199999999982452,1
-2.7900000000002603,8.789999999988304,7.814999999993631,14.999999999976087,7.184999999982455,1
-2.7800000000002605,8.779999999988306,7.829999999993632,14.99999999997609,7.169999999982458,1
-2.7700000000002607,8.769999999988308,7.844999999993632,14.999999999976094,7.154999999982461,1
-2.760000000000261,8.75999999998831,7.859999999993633,14.999999999976097,7.139999999982464,1
-2.750000000000261,8.749999999988312,7.8749999999936335,14.999999999976101,7.124999999982467,1
-2.7400000000002613,8.739999999988314,7.889999999993634,14.999999999976104,7.10999999998247,1
-2.7300000000002616,8.729999999988316,7.904999999993635,14.999999999976108,7.094999999982473,1
-2.7200000000002618,8.719999999988318,7.919999999993635,14.999999999976112,7.079999999982476,1
-2.710000000000262,8.70999999998832,7.934999999993636,14.999999999976115,7.064999999982479,1
-2.700000000000262,8.699999999988322,7.949999999993636,14.999999999976119,7.049999999982482,1
-2.6900000000002624,8.689999999988324,7.964999999993637,14.999999999976122,7.034999999982485,1
-2.6800000000002626,8.679999999988325,7.9799999999936375,14.999999999976126,7.019999999982488,1
-2.670000000000263,8.669999999988327,7.994999999993638,14.99999999997613,7.004999999982491,1
-2.660000000000263,8.65999999998833,8.009999999993639,14.999999999976133,6.989999999982494,1
-2.6500000000002633,8.649999999988331,8.02499999999364,14.999999999976136,6.974999999982497,1
-2.6400000000002635,8.639999999988333,8.03999999999364,14.99999999997614,6.9599999999825,1
-2.6300000000002637,8.629999999988335,8.05499999999364,14.999999999976144,6.944999999982503,1
-2.620000000000264,8.619999999988337,8.069999999993641,14.999999999976147,6.929999999982506,1
-2.610000000000264,8.60999999998834,8.084999999993641,14.99999999997615,6.914999999982509,1
-2.6000000000002643,8.599999999988341,8.099999999993642,14.999999999976154,6.899999999982512,1
-2.5900000000002645,8.589999999988343,8.114999999993643,14.999999999976158,6.884999999982515,1
-2.5800000000002647,8.579999999988345,8.129999999993643,14.999999999976161,6.869999999982518,1
-2.570000000000265,8.569999999988347,8.144999999993644,14.999999999976165,6.854999999982521,1
-2.560000000000265,8.55999999998835,8.159999999993644,14.999999999976168,6.839999999982524,1
-2.5500000000002654,8.549999999988351,8.174999999993645,14.999999999976172,6.824999999982527,1
-2.5400000000002656,8.539999999988353,8.189999999993645,14.999999999976176,6.80999999998253,1
-2.530000000000266,8.529999999988355,8.204999999993646,14.999999999976179,6.794999999982533,1
-2.520000000000266,8.519999999988357,8.219999999993647,14.999999999976183,6.779999999982536,1
-2.5100000000002662,8.50999999998836,8.234999999993647,14.999999999976186,6.764999999982539,1
-2.5000000000002665,8.499999999988361,8.249999999993648,14.99999999997619,6.749999999982542,1
-2.4900000000002667,8.489999999988363,8.264999999993648,14.999999999976193,6.734999999982545,1
-2.480000000000267,8.479999999988365,8.279999999993649,14.999999999976197,6.719999999982548,1
-2.470000000000267,8.469999999988367,8.29499999999365,14.9999999999762,6.704999999982551,1
-2.4600000000002673,8.45999999998837,8.30999999999365,14.999999999976204,6.689999999982554,1
-2.4500000000002675,8.449999999988371,8.32499999999365,14.999999999976207,6.674999999982557,1
-2.4400000000002677,8.439999999988373,8.339999999993651,14.999999999976211,6.65999999998256,1
-2.430000000000268,8.429999999988375,8.354999999993652,14.999999999976215,6.644999999982563,1
-2.420000000000268,8.419999999988377,8.369999999993652,14.999999999976218,6.629999999982566,1
-2.4100000000002684,8.40999999998838,8.384999999993653,14.999999999976222,6.614999999982569,1
-2.4000000000002686,8.399999999988381,8.399999999993653,14.999999999976225,6.599999999982572,1
-2.390000000000269,8.389999999988383,8.414999999993654,14.999999999976229,6.584999999982575,1
-2.380000000000269,8.379999999988385,8.429999999993655,14.999999999976232,6.569999999982578,1
-2.3700000000002692,8.369999999988387,8.444999999993655,14.999999999976236,6.554999999982581,1
-2.3600000000002694,8.35999999998839,8.459999999993656,14.99999999997624,6.539999999982584,1
-2.3500000000002697,8.349999999988391,8.474999999993656,14.999999999976243,6.524999999982587,1
-2.34000000000027,8.339999999988393,8.489999999993657,14.999999999976247,6.50999999998259,1
-2.33000000000027,8.329999999988395,8.504999999993657,14.99999999997625,6.494999999982593,1
-2.3200000000002703,8.319999999988397,8.519999999993658,14.999999999976254,6.479999999982596,1
-2.3100000000002705,8.309999999988399,8.534999999993659,14.999999999976257,6.464999999982599,1
-2.3000000000002707,8.299999999988401,8.54999999999366,14.99999999997626,6.449999999982602,1
-2.290000000000271,8.289999999988403,8.56499999999366,14.999999999976264,6.434999999982605,1
-2.280000000000271,8.279999999988405,8.57999999999366,14.999999999976268,6.419999999982608,1
-2.2700000000002714,8.269999999988407,8.59499999999366,14.999999999976271,6.404999999982611,1
-2.2600000000002716,8.259999999988409,8.609999999993661,14.999999999976275,6.389999999982614,1
-2.250000000000272,8.249999999988411,8.624999999993662,14.999999999976279,6.374999999982617,1
-2.240000000000272,8.239999999988413,8.639999999993663,14.999999999976282,6.35999999998262,1
-2.230000000000272,8.229999999988415,8.654999999993663,14.999999999976286,6.3449999999826225,1
-2.2200000000002724,8.219999999988417,8.669999999993664,14.99999999997629,6.3299999999826255,1
-2.2100000000002726,8.209999999988419,8.684999999993664,14.999999999976293,6.3149999999826285,1
-2.200000000000273,8.199999999988421,8.699999999993665,14.999999999976296,6.2999999999826315,1
-2.190000000000273,8.189999999988423,8.714999999993665,14.9999999999763,6.2849999999826345,1
-2.1800000000002733,8.179999999988425,8.729999999993666,14.999999999976303,6.2699999999826375,1
-2.1700000000002735,8.169999999988427,8.744999999993667,14.999999999976307,6.2549999999826404,1
-2.1600000000002737,8.159999999988429,8.759999999993667,14.99999999997631,6.239999999982643,1
-2.150000000000274,8.149999999988431,8.774999999993668,14.999999999976314,6.224999999982646,1
-2.140000000000274,8.139999999988433,8.789999999993668,14.999999999976318,6.209999999982649,1
-2.1300000000002743,8.129999999988435,8.804999999993669,14.999999999976321,6.194999999982652,1
-2.1200000000002746,8.119999999988437,8.81999999999367,14.999999999976325,6.179999999982655,1
-2.1100000000002748,8.109999999988439,8.83499999999367,14.999999999976328,6.164999999982658,1
-2.100000000000275,8.099999999988441,8.84999999999367,14.999999999976332,6.149999999982661,1
-2.090000000000275,8.089999999988443,8.864999999993671,14.999999999976335,6.134999999982664,1
-2.0800000000002754,8.079999999988445,8.879999999993672,14.999999999976339,6.119999999982667,1
-2.0700000000002756,8.069999999988447,8.894999999993672,14.999999999976342,6.10499999998267,1
-2.060000000000276,8.059999999988449,8.909999999993673,14.999999999976346,6.089999999982673,1
-2.050000000000276,8.04999999998845,8.924999999993673,14.99999999997635,6.074999999982676,1
-2.0400000000002763,8.039999999988453,8.939999999993674,14.999999999976353,6.059999999982679,1
-2.0300000000002765,8.029999999988455,8.954999999993674,14.999999999976357,6.044999999982682,1
-2.0200000000002767,8.019999999988457,8.969999999993675,14.99999999997636,6.029999999982685,1
-2.010000000000277,8.009999999988459,8.984999999993676,14.999999999976364,6.014999999982688,1
-2.000000000000277,7.999999999988461,8.999999999993676,14.999999999976367,5.999999999982691,1
-1.9900000000002773,7.989999999988463,9.014999999993677,14.999999999976371,5.984999999982694,1
-1.9800000000002775,7.979999999988465,9.029999999993677,14.999999999976374,5.969999999982697,1
-1.9700000000002778,7.969999999988467,9.044999999993678,14.999999999976378,5.9549999999827,1
-1.960000000000278,7.959999999988469,9.059999999993678,14.999999999976382,5.939999999982703,1
-1.9500000000002782,7.949999999988471,9.074999999993679,14.999999999976385,5.924999999982706,1
-1.9400000000002784,7.939999999988473,9.08999999999368,14.999999999976389,5.909999999982709,1
-1.9300000000002786,7.929999999988475,9.10499999999368,14.999999999976392,5.894999999982712,1
-1.9200000000002788,7.919999999988477,9.11999999999368,14.999999999976396,5.879999999982715,1
-1.910000000000279,7.909999999988479,9.134999999993681,14.9999999999764,5.864999999982718,1
-1.9000000000002792,7.899999999988481,9.149999999993682,14.999999999976403,5.849999999982721,1
-1.8900000000002795,7.889999999988483,9.164999999993682,14.999999999976406,5.834999999982724,1
-1.8800000000002797,7.879999999988485,9.179999999993683,14.99999999997641,5.819999999982727,1
-1.8700000000002799,7.869999999988487,9.194999999993684,14.999999999976414,5.80499999998273,1
-1.86000000000028,7.859999999988489,9.209999999993684,14.999999999976417,5.789999999982733,1
-1.8500000000002803,7.849999999988491,9.224999999993685,14.99999999997642,5.774999999982736,1
-1.8400000000002805,7.839999999988493,9.239999999993685,14.999999999976424,5.759999999982739,1
-1.8300000000002807,7.829999999988495,9.254999999993686,14.999999999976428,5.744999999982742,1
-1.820000000000281,7.819999999988497,9.269999999993686,14.999999999976431,5.729999999982745,1
-1.8100000000002812,7.809999999988499,9.284999999993687,14.999999999976435,5.714999999982748,1
-1.8000000000002814,7.799999999988501,9.299999999993688,14.999999999976438,5.699999999982751,1
-1.7900000000002816,7.789999999988503,9.314999999993688,14.999999999976442,5.684999999982754,1
-1.7800000000002818,7.7799999999885046,9.329999999993689,14.999999999976446,5.669999999982757,1
-1.770000000000282,7.7699999999885065,9.34499999999369,14.999999999976449,5.65499999998276,1
-1.7600000000002822,7.7599999999885085,9.35999999999369,14.999999999976453,5.639999999982763,1
-1.7500000000002824,7.7499999999885105,9.37499999999369,14.999999999976456,5.624999999982766,1
-1.7400000000002827,7.7399999999885125,9.389999999993691,14.99999999997646,5.609999999982769,1
-1.7300000000002829,7.7299999999885145,9.404999999993692,14.999999999976463,5.594999999982772,1
-1.720000000000283,7.7199999999885165,9.419999999993692,14.999999999976467,5.579999999982775,1
-1.7100000000002833,7.7099999999885185,9.434999999993693,14.99999999997647,5.564999999982778,1
-1.7000000000002835,7.6999999999885205,9.449999999993693,14.999999999976474,5.549999999982781,1
-1.6900000000002837,7.6899999999885225,9.464999999993694,14.999999999976477,5.534999999982784,1
-1.680000000000284,7.6799999999885245,9.479999999993694,14.999999999976481,5.519999999982787,1
-1.6700000000002841,7.669999999988526,9.494999999993695,14.999999999976485,5.50499999998279,1
-1.6600000000002844,7.659999999988528,9.509999999993695,14.999999999976488,5.489999999982793,1
-1.6500000000002846,7.64999999998853,9.524999999993696,14.999999999976492,5.474999999982796,1
-1.6400000000002848,7.639999999988532,9.539999999993697,14.999999999976495,5.459999999982799,1
-1.630000000000285,7.629999999988534,9.554999999993697,14.999999999976499,5.444999999982802,1
-1.6200000000002852,7.619999999988536,9.569999999993698,14.999999999976502,5.429999999982805,1
-1.6100000000002854,7.609999999988538,9.584999999993698,14.999999999976506,5.414999999982808,1
-1.6000000000002856,7.59999999998854,9.599999999993699,14.99999999997651,5.3999999999828106,1
-1.5900000000002859,7.589999999988542,9.6149999999937,14.999999999976513,5.3849999999828135,1
-1.580000000000286,7.579999999988544,9.6299999999937,14.999999999976517,5.3699999999828165,1
-1.5700000000002863,7.569999999988546,9.6449999999937,14.99999999997652,5.3549999999828195,1
-1.5600000000002865,7.559999999988548,9.659999999993701,14.999999999976524,5.3399999999828225,1
-1.5500000000002867,7.54999999998855,9.674999999993702,14.999999999976527,5.3249999999828255,1
-1.540000000000287,7.539999999988552,9.689999999993702,14.99999999997653,5.3099999999828285,1
-1.5300000000002871,7.529999999988554,9.704999999993703,14.999999999976534,5.294999999982831,1
-1.5200000000002873,7.519999999988556,9.719999999993703,14.999999999976538,5.279999999982834,1
-1.5100000000002876,7.509999999988558,9.734999999993704,14.999999999976541,5.264999999982837,1
-1.5000000000002878,7.49999999998856,9.749999999993705,14.999999999976545,5.24999999998284,1
-1.490000000000288,7.489999999988562,9.764999999993705,14.999999999976549,5.234999999982843,1
-1.4800000000002882,7.479999999988564,9.779999999993706,14.999999999976552,5.219999999982846,1
-1.4700000000002884,7.469999999988566,9.794999999993706,14.999999999976556,5.204999999982849,1
-1.4600000000002886,7.459999999988568,9.809999999993707,14.99999999997656,5.189999999982852,1
-1.4500000000002888,7.44999999998857,9.824999999993707,14.999999999976563,5.174999999982855,1
-1.440000000000289,7.439999999988572,9.839999999993708,14.999999999976566,5.159999999982858,1
-1.4300000000002893,7.429999999988574,9.854999999993709,14.99999999997657,5.144999999982861,1
-1.4200000000002895,7.419999999988576,9.86999999999371,14.999999999976573,5.129999999982864,1
-1.4100000000002897,7.409999999988578,9.88499999999371,14.999999999976577,5.114999999982867,1
-1.40000000000029,7.39999999998858,9.89999999999371,14.99999999997658,5.09999999998287,1
-1.3900000000002901,7.389999999988582,9.91499999999371,14.999999999976584,5.084999999982873,1
-1.3800000000002903,7.379999999988584,9.929999999993711,14.999999999976588,5.069999999982876,1
-1.3700000000002905,7.369999999988586,9.944999999993712,14.999999999976591,5.054999999982879,1
-1.3600000000002908,7.359999999988588,9.959999999993713,14.999999999976595,5.039999999982882,1
-1.350000000000291,7.34999999998859,9.974999999993713,14.999999999976598,5.024999999982885,1
-1.3400000000002912,7.339999999988592,9.989999999993714,14.999999999976602,5.009999999982888,1
-1.3300000000002914,7.329999999988594,10.004999999993714,14.999999999976605,4.994999999982891,1
-1.3200000000002916,7.319999999988596,10.019999999993715,14.999999999976609,4.979999999982894,1
-1.3100000000002918,7.309999999988598,10.034999999993715,14.999999999976612,4.964999999982897,1
-1.300000000000292,7.2999999999886,10.049999999993716,14.999999999976616,4.9499999999829,1
-1.2900000000002922,7.289999999988602,10.064999999993717,14.99999999997662,4.934999999982903,1
-1.2800000000002925,7.279999999988604,10.079999999993717,14.999999999976623,4.919999999982906,1
-1.2700000000002927,7.269999999988606,10.094999999993718,14.999999999976627,4.904999999982909,1
-1.2600000000002929,7.259999999988608,10.109999999993718,14.99999999997663,4.889999999982912,1
-1.250000000000293,7.24999999998861,10.124999999993719,14.999999999976634,4.874999999982915,1
-1.2400000000002933,7.239999999988612,10.13999999999372,14.999999999976637,4.859999999982918,1
-1.2300000000002935,7.229999999988614,10.15499999999372,14.999999999976641,4.844999999982921,1
-1.2200000000002937,7.219999999988616,10.16999999999372,14.999999999976644,4.829999999982924,1
-1.210000000000294,7.209999999988618,10.184999999993721,14.999999999976648,4.814999999982927,1
-1.2000000000002942,7.19999999998862,10.199999999993722,14.999999999976652,4.79999999998293,1
-1.1900000000002944,7.189999999988622,10.214999999993722,14.999999999976655,4.784999999982933,1
-1.1800000000002946,7.179999999988624,10.229999999993723,14.999999999976659,4.769999999982936,1
-1.1700000000002948,7.169999999988626,10.244999999993723,14.999999999976662,4.754999999982939,1
-1.160000000000295,7.159999999988628,10.259999999993724,14.999999999976666,4.739999999982942,1
-1.1500000000002952,7.14999999998863,10.274999999993724,14.99999999997667,4.724999999982945,1
-1.1400000000002954,7.139999999988632,10.289999999993725,14.999999999976673,4.709999999982948,1
-1.1300000000002957,7.129999999988634,10.304999999993726,14.999999999976676,4.694999999982951,1
-1.1200000000002959,7.119999999988636,10.319999999993726,14.99999999997668,4.679999999982954,1
-1.110000000000296,7.109999999988638,10.334999999993727,14.999999999976684,4.664999999982957,1
-1.1000000000002963,7.09999999998864,10.349999999993727,14.999999999976687,4.64999999998296,1
-1.0900000000002965,7.089999999988642,10.364999999993728,14.99999999997669,4.634999999982963,1
-1.0800000000002967,7.079999999988644,10.379999999993728,14.999999999976694,4.619999999982966,1
-1.070000000000297,7.069999999988646,10.394999999993729,14.999999999976698,4.604999999982969,1
-1.0600000000002971,7.059999999988648,10.40999999999373,14.999999999976701,4.589999999982972,1
-1.0500000000002974,7.04999999998865,10.42499999999373,14.999999999976705,4.574999999982975,1
-1.0400000000002976,7.039999999988652,10.43999999999373,14.999999999976708,4.559999999982978,1
-1.0300000000002978,7.029999999988654,10.454999999993731,14.999999999976712,4.544999999982981,1
-1.020000000000298,7.019999999988656,10.469999999993732,14.999999999976716,4.529999999982984,1
-1.0100000000002982,7.009999999988658,10.484999999993732,14.999999999976719,4.514999999982987,1
-1.0000000000002984,6.99999999998866,10.499999999993733,14.999999999976723,4.49999999998299,1
-0.9900000000002986,6.989999999988662,10.514999999993734,14.999999999976726,4.484999999982993,1
-0.9800000000002989,6.979999999988664,10.529999999993734,14.99999999997673,4.469999999982996,1
-0.9700000000002991,6.969999999988666,10.544999999993735,14.999999999976733,4.454999999982999,1
-0.9600000000002993,6.959999999988668,10.559999999993735,14.999999999976737,4.4399999999830015,1
-0.9500000000002995,6.94999999998867,10.574999999993736,14.99999999997674,4.4249999999830045,1
-0.9400000000002997,6.939999999988672,10.589999999993736,14.999999999976744,4.4099999999830075,1
-0.9300000000002999,6.929999999988674,10.604999999993737,14.999999999976747,4.3949999999830105,1
-0.9200000000003001,6.919999999988676,10.619999999993738,14.999999999976751,4.3799999999830135,1
-0.9100000000003003,6.909999999988678,10.634999999993738,14.999999999976755,4.3649999999830165,1
-0.9000000000003006,6.89999999998868,10.649999999993739,14.999999999976758,4.3499999999830194,1
-0.8900000000003008,6.889999999988682,10.66499999999374,14.999999999976762,4.334999999983022,1
-0.880000000000301,6.879999999988684,10.67999999999374,14.999999999976765,4.319999999983025,1
-0.8700000000003012,6.869999999988686,10.69499999999374,14.999999999976769,4.304999999983028,1
-0.8600000000003014,6.859999999988688,10.709999999993741,14.999999999976772,4.289999999983031,1
-0.8500000000003016,6.84999999998869,10.724999999993742,14.999999999976776,4.274999999983034,1
-0.8400000000003018,6.839999999988692,10.739999999993742,14.99999999997678,4.259999999983037,1
-0.830000000000302,6.829999999988694,10.754999999993743,14.999999999976783,4.24499999998304,1
-0.8200000000003023,6.8199999999886955,10.769999999993743,14.999999999976787,4.229999999983043,1
-0.8100000000003025,6.8099999999886975,10.784999999993744,14.99999999997679,4.214999999983046,1
-0.8000000000003027,6.7999999999886995,10.799999999993744,14.999999999976794,4.199999999983049,1
-0.7900000000003029,6.7899999999887015,10.814999999993745,14.999999999976797,4.184999999983052,1
-0.7800000000003031,6.7799999999887035,10.829999999993746,14.9999999999768,4.169999999983055,1
-0.7700000000003033,6.7699999999887055,10.844999999993746,14.999999999976804,4.154999999983058,1
-0.7600000000003035,6.7599999999887075,10.859999999993747,14.999999999976808,4.139999999983061,1
-0.7500000000003038,6.7499999999887095,10.874999999993747,14.999999999976811,4.124999999983064,1
-0.740000000000304,6.7399999999887115,10.889999999993748,14.999999999976815,4.109999999983067,1
-0.7300000000003042,6.7299999999887135,10.904999999993748,14.999999999976819,4.09499999998307,1
-0.7200000000003044,6.7199999999887154,10.919999999993749,14.999999999976822,4.079999999983073,1
-0.7100000000003046,6.709999999988717,10.93499999999375,14.999999999976826,4.064999999983076,1
-0.7000000000003048,6.699999999988719,10.94999999999375,14.99999999997683,4.049999999983079,1
-0.690000000000305,6.689999999988721,10.96499999999375,14.999999999976833,4.034999999983082,1
-0.6800000000003052,6.679999999988723,10.979999999993751,14.999999999976836,4.019999999983085,1
-0.6700000000003055,6.669999999988725,10.994999999993752,14.99999999997684,4.004999999983088,1
-0.6600000000003057,6.659999999988727,11.009999999993752,14.999999999976843,3.989999999983091,1
-0.6500000000003059,6.649999999988729,11.024999999993753,14.999999999976847,3.974999999983094,1
-0.6400000000003061,6.639999999988731,11.039999999993753,14.99999999997685,3.959999999983097,1
-0.6300000000003063,6.629999999988733,11.054999999993754,14.999999999976854,3.9449999999831,1
-0.6200000000003065,6.619999999988735,11.069999999993755,14.999999999976858,3.929999999983103,1
-0.6100000000003067,6.609999999988737,11.084999999993755,14.999999999976861,3.914999999983106,1
-0.600000000000307,6.599999999988739,11.099999999993756,14.999999999976865,3.899999999983109,1
-0.5900000000003072,6.589999999988741,11.114999999993756,14.999999999976868,3.884999999983112,1
-0.5800000000003074,6.579999999988743,11.129999999993757,14.999999999976872,3.869999999983115,1
-0.5700000000003076,6.569999999988745,11.144999999993757,14.999999999976875,3.854999999983118,1
-0.5600000000003078,6.559999999988747,11.159999999993758,14.999999999976879,3.839999999983121,1
-0.550000000000308,6.549999999988749,11.174999999993759,14.999999999976882,3.824999999983124,1
-0.5400000000003082,6.539999999988751,11.18999999999376,14.999999999976886,3.809999999983127,1
-0.5300000000003084,6.529999999988753,11.20499999999376,14.99999999997689,3.79499999998313,1
-0.5200000000003087,6.519999999988755,11.21999999999376,14.999999999976893,3.779999999983133,1
-0.5100000000003089,6.509999999988757,11.23499999999376,14.999999999976897,3.764999999983136,1
-0.5000000000003091,6.499999999988759,11.249999999993761,14.9999999999769,3.749999999983139,1
-0.4900000000003093,6.489999999988761,11.264999999993762,14.999999999976904,3.734999999983142,1
-0.4800000000003095,6.479999999988763,11.279999999993763,14.999999999976907,3.719999999983145,1
-0.4700000000003097,6.469999999988765,11.294999999993763,14.999999999976911,3.7049999999831478,1
-0.46000000000030994,6.459999999988767,11.309999999993764,14.999999999976914,3.6899999999831508,1
-0.45000000000031015,6.449999999988769,11.324999999993764,14.999999999976918,3.6749999999831537,1
-0.44000000000031037,6.439999999988771,11.339999999993765,14.999999999976922,3.6599999999831567,1
-0.4300000000003106,6.429999999988773,11.354999999993765,14.999999999976925,3.6449999999831597,1
-0.4200000000003108,6.419999999988775,11.369999999993766,14.999999999976929,3.6299999999831627,1
-0.410000000000311,6.409999999988777,11.384999999993767,14.999999999976932,3.6149999999831657,1
-0.4000000000003112,6.399999999988779,11.399999999993767,14.999999999976936,3.5999999999831687,1
-0.39000000000031143,6.389999999988781,11.414999999993768,14.99999999997694,3.5849999999831716,1
-0.38000000000031164,6.379999999988783,11.429999999993768,14.999999999976943,3.5699999999831746,1
-0.37000000000031186,6.369999999988785,11.444999999993769,14.999999999976946,3.5549999999831776,1
-0.36000000000031207,6.359999999988787,11.45999999999377,14.99999999997695,3.5399999999831806,1
-0.3500000000003123,6.349999999988789,11.47499999999377,14.999999999976954,3.5249999999831836,1
-0.3400000000003125,6.339999999988791,11.48999999999377,14.999999999976957,3.5099999999831866,1
-0.3300000000003127,6.329999999988793,11.504999999993771,14.99999999997696,3.4949999999831896,1
-0.3200000000003129,6.319999999988795,11.519999999993772,14.999999999976964,3.4799999999831925,1
-0.31000000000031314,6.309999999988797,11.534999999993772,14.999999999976968,3.4649999999831955,1
-0.30000000000031335,6.299999999988799,11.549999999993773,14.999999999976971,3.4499999999831985,1
-0.29000000000031356,6.289999999988801,11.564999999993773,14.999999999976975,3.4349999999832015,1
-0.2800000000003138,6.279999999988803,11.579999999993774,14.999999999976978,3.4199999999832045,1
-0.270000000000314,6.269999999988805,11.594999999993775,14.999999999976982,3.4049999999832075,1
