t,s,alpha(t+s)-beta(s),alpha(t+s),beta(s),gamma_used
-3.80000000000004,5.0,5.19999999999996,5.19999999999996,0,1
-3.70000000000004,5.0,5.29999999999996,5.29999999999996,0,1
-3.6000000000000405,5.0,5.3999999999999595,5.3999999999999595,0,1
-3.500000000000041,5.0,5.499999999999959,5.499999999999959,0,1
-3.400000000000041,5.0,5.599999999999959,5.599999999999959,0,1
-3.3000000000000416,5.0,5.699999999999958,5.699999999999958,0,1
-3.200000000000042,5.0,5.799999999999958,5.799999999999958,0,1
-3.1000000000000423,5.0,5.899999999999958,5.899999999999958,0,1
-3.0000000000000426,5.0,5.999999999999957,5.999999999999957,0,1
-2.900000000000043,5.0,6.099999999999957,6.099999999999957,0,1
-2.8000000000000433,5.0,6.199999999999957,6.199999999999957,0,1
-2.7000000000000437,5.0,6.299999999999956,6.299999999999956,0,1
-2.600000000000044,5.0,6.399999999999956,6.399999999999956,0,1
-2.5000000000000444,5.0,6.499999999999956,6.499999999999956,0,1
-2.4000000000000448,5.0,6.599999999999955,6.599999999999955,0,1
-2.300000000000045,5.0,6.699999999999955,6.699999999999955,0,1
-2.2000000000000455,5.0,6.7999999999999545,6.7999999999999545,0,1
-2.100000000000046,5.0,6.899999999999954,6.899999999999954,0,1
-2.000000000000046,5.0,6.999999999999954,6.999999999999954,0,1
-1.9000000000000465,5.0,7.0999999999999535,7.0999999999999535,0,1
-1.800000000000047,5.0,7.199999999999953,7.199999999999953,0,1
-1.7000000000000473,5.0,7.299999999999953,7.299999999999953,0,1
-1.6000000000000476,5.0,7.399999999999952,7.399999999999952,0,1
-1.500000000000048,5.0,7.499999999999952,7.499999999999952,0,1
-1.4000000000000483,5.0,7.599999999999952,7.599999999999952,0,1
-1.3000000000000487,5.0,7.699999999999951,7.699999999999951,0,1
-1.200000000000049,5.0,7.799999999999951,7.799999999999951,0,1
-1.1000000000000494,5.0,7.899999999999951,7.899999999999951,0,1
-1.0000000000000497,5.0,7.99999999999995,7.99999999999995,0,1
-0.9000000000000501,5.0,8.09999999999995,8.09999999999995,0,1
-0.8000000000000504,5.0,8.19999999999995,8.19999999999995,0,1
-0.7000000000000508,5.0,8.29999999999995,8.29999999999995,0,1
-0.6000000000000512,5.0,8.399999999999949,8.399999999999949,0,1
-0.5000000000000515,5.0,8.499999999999948,8.499999999999948,0,1
-0.40000000000005187,5.0,8.599999999999948,8.599999999999948,0,1
-0.3000000000000522,5.0,8.699999999999948,8.699999999999948,0,1
-0.20000000000005258,5.0,8.799999999999947,8.799999999999947,0,1
-0.10000000000005294,5.0,8.899999999999947,8.899999999999947,0,1
-5.3290705182007514e-14,5.0,8.999999999999947,8.999999999999947,0,1
0.09999999999994635,5.0,9.099999999999946,9.099999999999946,0,1
0.199999999999946,5.0,9.199999999999946,9.199999999999946,0,1
0.29999999999994564,5.0,9.299999999999946,9.299999999999946,0,1
0.3999999999999453,5.0,9.399999999999945,9.399999999999945,0,1
0.49999999999994493,5.0,9.499999999999945,9.499999999999945,0,1
0.5999999999999446,5.0,9.599999999999945,9.599999999999945,0,1
0.6999999999999442,5.0,9.699999999999944,9.699999999999944,0,1
0.7999999999999439,5.0,9.799999999999944,9.799999999999944,0,1
0.8999999999999435,5.0,9.899999999999944,9.899999999999944,0,1
0.9999999999999432,5.0,9.999999999999943,9.999999999999943,0,1
1.0999999999999446,5.0,10.099999999999945,10.099999999999945,0,1
1.1999999999999424,5.0,10.199999999999942,10.199999999999942,0,1
1.2999999999999403,5.0,10.29999999999994,10.29999999999994,0,1
1.3999999999999417,5.0,10.399999999999942,10.399999999999942,0,1
1.4999999999999432,5.0,10.499999999999943,10.499999999999943,0,1
1.599999999999941,5.0,10.599999999999941,10.599999999999941,0,1
1.699999999999939,5.0,10.699999999999939,10.699999999999939,0,1
1.7999999999999403,5.0,10.79999999999994,10.79999999999994,0,1
1.8999999999999417,5.0,10.899999999999942,10.899999999999942,0,1
1.9999999999999396,5.0,10.99999999999994,10.99999999999994,0,1
2.0999999999999375,5.0,11.099999999999937,11.099999999999937,0,1
2.199999999999939,5.0,11.199999999999939,11.199999999999939,0,1
2.2999999999999403,5.0,11.29999999999994,11.29999999999994,0,1
2.399999999999938,5.0,11.399999999999938,11.399999999999938,0,1
2.499999999999936,5.0,11.499999999999936,11.499999999999936,0,1
2.5999999999999375,5.0,11.599999999999937,11.599999999999937,0,1
2.699999999999939,5.0,11.699999999999939,11.699999999999939,0,1
2.7999999999999368,5.0,11.799999999999937,11.799999999999937,0,1
2.8999999999999346,5.0,11.899999999999935,11.899999999999935,0,1
2.999999999999936,5.0,11.999999999999936,11.999999999999936,0,1
3.0999999999999375,5.0,12.099999999999937,12.099999999999937,0,1
3.1999999999999353,5.0,12.199999999999935,12.199999999999935,0,1
3.299999999999933,5.0,12.299999999999933,12.299999999999933,0,1
3.3999999999999346,5.0,12.399999999999935,12.399999999999935,0,1
3.499999999999936,5.0,12.499999999999936,12.499999999999936,0,1
3.599999999999934,5.0,12.599999999999934,12.599999999999934,0,1
3.699999999999932,5.0,12.699999999999932,12.699999999999932,0,1
3.799999999999933,5.0,12.799999999999933,12.799999999999933,0,1
3.8999999999999346,5.0,12.899999999999935,12.899999999999935,0,1
3.9999999999999325,5.0,12.999999999999932,12.999999999999932,0,1
4.09999999999993,5.0,13.09999999999993,13.09999999999993,0,1
4.199999999999932,5.0,13.199999999999932,13.199999999999932,0,1
4.299999999999933,5.0,13.299999999999933,13.299999999999933,0,1
4.399999999999931,5.0,13.399999999999931,13.399999999999931,0,1
4.499999999999929,5.0,13.499999999999929,13.499999999999929,0,1
4.59999999999993,5.0,13.59999999999993,13.59999999999993,0,1
4.699999999999932,5.0,13.699999999999932,13.699999999999932,0,1
4.79999999999993,5.0,13.79999999999993,13.79999999999993,0,1
4.8999999999999275,5.0,13.899999999999928,13.899999999999928,0,1
4.999999999999929,5.0,13.999999999999929,13.999999999999929,0,1
5.09999999999993,5.0,14.09999999999993,14.09999999999993,0,1
5.199999999999928,5.0,14.199999999999928,14.199999999999928,0,1
5.299999999999926,5.0,14.299999999999926,14.299999999999926,0,1
5.3999999999999275,5.0,14.399999999999928,14.399999999999928,0,1
5.499999999999929,5.0,14.499999999999929,14.499999999999929,0,1
5.599999999999927,5.0,14.599999999999927,14.599999999999927,0,1
5.699999999999925,5.0,14.699999999999925,14.699999999999925,0,1
5.799999999999926,5.0,14.799999999999926,14.799999999999926,0,1
5.8999999999999275,5.0,14.899999999999928,14.899999999999928,0,1
5.999999999999925,5.0,14.999999999999925,14.999999999999925,0,1
6.099999999999923,5.0,15.099999999999923,15.099999999999923,0,1
6.199999999999925,5.0,15.199999999999925,15.199999999999925,0,1
6.299999999999926,5.0,15.299999999999926,15.299999999999926,0,1
6.399999999999924,5.0,15.399999999999924,15.399999999999924,0,1
6.499999999999922,5.0,15.499999999999922,15.499999999999922,0,1
6.599999999999923,5.0,15.599999999999923,15.599999999999923,0,1
6.699999999999925,5.0,15.699999999999925,15.699999999999925,0,1
6.7999999999999226,5.0,15.799999999999923,15.799999999999923,0,1
6.89999999999992,5.0,15.89999999999992,15.89999999999992,0,1
6.999999999999922,5.0,15.999999999999922,15.999999999999922,0,1
7.099999999999923,5.0,16.04999999999996,16.04999999999996,0,2
7.199999999999921,5.0,16.09999999999996,16.09999999999996,0,2
7.299999999999919,5.0,16.14999999999996,16.14999999999996,0,2
7.39999999999992,5.0,16.19999999999996,16.19999999999996,0,2
7.499999999999922,5.0,16.24999999999996,16.24999999999996,0,2
7.59999999999992,5.0,16.29999999999996,16.29999999999996,0,2
7.699999999999918,5.0,16.34999999999996,16.34999999999996,0,2
7.799999999999919,5.0,16.39999999999996,16.39999999999996,0,2
7.89999999999992,5.0,16.44999999999996,16.44999999999996,0,2
7.999999999999918,5.0,16.499999999999957,16.499999999999957,0,2
8.099999999999916,5.0,16.549999999999958,16.549999999999958,0,2
8.199999999999918,5.0,16.59999999999996,16.59999999999996,0,2
8.299999999999919,5.0,16.64999999999996,16.64999999999996,0,2
8.399999999999917,5.0,16.69999999999996,16.69999999999996,0,2
8.499999999999915,5.0,16.749999999999957,16.749999999999957,0,2
8.599999999999916,5.0,16.799999999999958,16.799999999999958,0,2
8.699999999999918,5.0,16.84999999999996,16.84999999999996,0,2
8.799999999999915,5.0,16.899999999999956,16.899999999999956,0,2
8.899999999999913,5.0,16.949999999999957,16.949999999999957,0,2
8.999999999999915,5.0,16.999999999999957,16.999999999999957,0,2
9.099999999999916,5.0,17.049999999999958,17.049999999999958,0,2
9.199999999999914,5.0,17.09999999999996,17.09999999999996,0,2
9.299999999999912,5.0,17.149999999999956,17.149999999999956,0,2
9.399999999999913,5.0,17.199999999999957,17.199999999999957,0,2
9.499999999999915,5.0,17.249999999999957,17.249999999999957,0,2
9.599999999999913,5.0,17.299999999999955,17.299999999999955,0,2
9.69999999999991,5.0,17.349999999999955,17.349999999999955,0,2
9.799999999999912,5.0,17.399999999999956,17.399999999999956,0,2
9.899999999999913,5.0,17.449999999999957,17.449999999999957,0,2
9.999999999999911,5.0,17.499999999999957,17.499999999999957,0,2
10.099999999999909,5.0,17.549999999999955,17.549999999999955,0,2
10.19999999999991,5.0,17.599999999999955,17.599999999999955,0,2
10.299999999999912,5.0,17.649999999999956,17.649999999999956,0,2
10.39999999999991,5.0,17.699999999999953,17.699999999999953,0,2
10.499999999999908,5.0,17.749999999999954,17.749999999999954,0,2
10.599999999999909,5.0,17.799999999999955,17.799999999999955,0,2
10.69999999999991,5.0,17.849999999999955,17.849999999999955,0,2
10.799999999999908,5.0,17.899999999999956,17.899999999999956,0,2
10.899999999999906,5.0,17.949999999999953,17.949999999999953,0,2
10.999999999999908,5.0,17.999999999999954,17.999999999999954,0,2
11.099999999999909,5.0,18.049999999999955,18.049999999999955,0,2
11.199999999999907,5.0,18.09999999999995,18.09999999999995,0,2
11.299999999999905,5.0,18.149999999999952,18.149999999999952,0,2
11.399999999999906,5.0,18.199999999999953,18.199999999999953,0,2
11.499999999999908,5.0,18.249999999999954,18.249999999999954,0,2
11.599999999999905,5.0,18.299999999999955,18.299999999999955,0,2
11.699999999999903,5.0,18.34999999999995,18.34999999999995,0,2
11.799999999999905,5.0,18.399999999999952,18.399999999999952,0,2
11.899999999999906,5.0,18.449999999999953,18.449999999999953,0,2
11.999999999999904,5.0,18.49999999999995,18.49999999999995,0,2
12.099999999999902,5.0,18.54999999999995,18.54999999999995,0,2
12.199999999999903,5.0,18.59999999999995,18.59999999999995,0,2
12.299999999999905,5.0,18.649999999999952,18.649999999999952,0,2
12.399999999999903,5.0,18.699999999999953,18.699999999999953,0,2
12.4999999999999,5.0,18.74999999999995,18.74999999999995,0,2
12.599999999999902,5.0,18.79999999999995,18.79999999999995,0,2
12.699999999999903,5.0,18.84999999999995,18.84999999999995,0,2
12.799999999999901,5.0,18.89999999999995,18.89999999999995,0,2
12.899999999999899,5.0,18.94999999999995,18.94999999999995,0,2
12.9999999999999,5.0,18.99999999999995,18.99999999999995,0,2
13.099999999999902,5.0,19.04999999999995,19.04999999999995,0,2
13.1999999999999,5.0,19.09999999999995,19.09999999999995,0,2
13.299999999999898,5.0,19.14999999999995,19.14999999999995,0,2
13.399999999999899,5.0,19.19999999999995,19.19999999999995,0,2
13.4999999999999,5.0,19.24999999999995,19.24999999999995,0,2
13.599999999999898,5.0,19.299999999999947,19.299999999999947,0,2
13.699999999999896,5.0,19.349999999999948,19.349999999999948,0,2
13.799999999999898,5.0,19.39999999999995,19.39999999999995,0,2
13.899999999999899,5.0,19.44999999999995,19.44999999999995,0,2
13.999999999999897,5.0,19.49999999999995,19.49999999999995,0,2
14.099999999999895,5.0,19.549999999999947,19.549999999999947,0,2
14.199999999999896,5.0,19.599999999999948,19.599999999999948,0,2
14.299999999999898,5.0,19.64999999999995,19.64999999999995,0,2
14.399999999999896,5.0,19.699999999999946,19.699999999999946,0,2
14.499999999999893,5.0,19.749999999999947,19.749999999999947,0,2
14.599999999999895,5.0,19.799999999999947,19.799999999999947,0,2
14.699999999999896,5.0,19.849999999999948,19.849999999999948,0,2
14.799999999999894,5.0,19.89999999999995,19.89999999999995,0,2
14.899999999999892,5.0,19.949999999999946,19.949999999999946,0,2
14.999999999999893,5.0,19.999999999999947,19.999999999999947,0,2
15.099999999999895,5.0,20.049999999999947,20.049999999999947,0,2
15.199999999999893,5.0,20.099999999999945,20.099999999999945,0,2
15.29999999999989,5.0,20.149999999999945,20.149999999999945,0,2
15.399999999999892,5.0,20.199999999999946,20.199999999999946,0,2
15.499999999999893,5.0,20.249999999999947,20.249999999999947,0,2
15.599999999999891,5.0,20.299999999999947,20.299999999999947,0,2
15.69999999999989,5.0,20.349999999999945,20.349999999999945,0,2
15.79999999999989,5.0,20.399999999999945,20.399999999999945,0,2
15.899999999999892,5.0,20.449999999999946,20.449999999999946,0,2
15.99999999999989,5.0,20.499999999999943,20.499999999999943,0,2
16.099999999999888,5.0,20.549999999999944,20.549999999999944,0,2
16.19999999999989,5.0,20.599999999999945,20.599999999999945,0,2
16.29999999999989,5.0,20.649999999999945,20.649999999999945,0,2
16.39999999999989,5.0,20.699999999999946,20.699999999999946,0,2
16.499999999999886,5.0,20.749999999999943,20.749999999999943,0,2
16.599999999999888,5.0,20.799999999999944,20.799999999999944,0,2
16.69999999999989,5.0,20.849999999999945,20.849999999999945,0,2
16.799999999999887,5.0,20.89999999999994,20.89999999999994,0,2
16.899999999999885,5.0,20.949999999999942,20.949999999999942,0,2
16.999999999999886,5.0,20.999999999999943,20.999999999999943,0,2
17.099999999999888,5.0,21.049999999999944,21.049999999999944,0,2
17.19999999999989,5.0,21.099999999999945,21.099999999999945,0,2
17.299999999999883,5.0,21.14999999999994,21.14999999999994,0,2
17.399999999999885,5.0,21.199999999999942,21.199999999999942,0,2
17.499999999999886,5.0,21.249999999999943,21.249999999999943,0,2
17.59999999999988,5.0,21.29999999999994,21.29999999999994,0,2
17.699999999999882,5.0,21.34999999999994,21.34999999999994,0,2
17.799999999999883,5.0,21.39999999999994,21.39999999999994,0,2
17.899999999999885,5.0,21.449999999999942,21.449999999999942,0,2
17.999999999999886,5.0,21.499999999999943,21.499999999999943,0,2
18.09999999999988,5.0,21.54999999999994,21.54999999999994,0,2
18.199999999999882,5.0,21.59999999999994,21.59999999999994,0,2
18.299999999999883,5.0,21.64999999999994,21.64999999999994,0,2
18.399999999999878,5.0,21.69999999999994,21.69999999999994,0,2
18.49999999999988,5.0,21.74999999999994,21.74999999999994,0,2
18.59999999999988,5.0,21.79999999999994,21.79999999999994,0,2
18.699999999999882,5.0,21.84999999999994,21.84999999999994,0,2
18.799999999999883,5.0,21.89999999999994,21.89999999999994,0,2
18.899999999999878,5.0,21.94999999999994,21.94999999999994,0,2
18.99999999999988,5.0,21.99999999999994,21.99999999999994,0,2
19.09999999999988,5.0,22.04999999999994,22.04999999999994,0,2
19.199999999999875,5.0,22.099999999999937,22.099999999999937,0,2
19.299999999999876,5.0,22.149999999999938,22.149999999999938,0,2
19.399999999999878,5.0,22.19999999999994,22.19999999999994,0,2
19.49999999999988,5.0,22.24999999999994,22.24999999999994,0,2
19.59999999999988,5.0,22.29999999999994,22.29999999999994,0,2
19.699999999999875,5.0,22.349999999999937,22.349999999999937,0,2
19.799999999999876,5.0,22.399999999999938,22.399999999999938,0,2
19.899999999999878,5.0,22.44999999999994,22.44999999999994,0,2
